Const,Created,Description,Title,Original Title,URL,Title Type,Genres,Your Rating,Date Rated,Formato
tt0480249,2016-02-21,,Soy leyenda,I Am Legend,https://www.imdb.com/title/tt0480249/,Película,"Drama, Terror, Ciencia ficción, Suspense",9,2016-02-22,br
tt0479884,2016-02-21,,Crank: Veneno en la sangre,Crank,https://www.imdb.com/title/tt0479884/,Película,"Acción, Crimen, Suspense",8,2014-11-30,br
tt0133093,2016-02-21,,Matrix,The Matrix,https://www.imdb.com/title/tt0133093/,Película,"Acción, Ciencia ficción",9,2016-02-22,br
tt0234215,2016-02-21,,Matrix Reloaded,The Matrix Reloaded,https://www.imdb.com/title/tt0234215/,Película,"Acción, Ciencia ficción",7,2016-02-22,br
tt0242653,2016-02-21,,Matrix Revolutions,The Matrix Revolutions,https://www.imdb.com/title/tt0242653/,Película,"Acción, Ciencia ficción",6,2016-02-22,br
tt0936501,2016-02-21,,Venganza,Taken,https://www.imdb.com/title/tt0936501/,Película,"Acción, Crimen, Suspense",8,2016-02-22,br
tt1397280,2016-02-21,,Venganza: Conexión Estambul,Taken 2,https://www.imdb.com/title/tt1397280/,Película,"Acción, Crimen, Suspense",6,2014-04-29,br
tt2446042,2016-02-21,,V3nganza,Taken 3,https://www.imdb.com/title/tt2446042/,Película,"Acción, Crimen, Suspense",7,2015-12-17,br
tt1320253,2016-02-21,,Los mercenarios,The Expendables,https://www.imdb.com/title/tt1320253/,Película,"Acción, Aventura, Suspense",8,2016-02-22,br
tt1764651,2016-02-21,,Los mercenarios 2,The Expendables 2,https://www.imdb.com/title/tt1764651/,Película,"Acción, Aventura, Suspense",8,2016-02-22,br
tt0110912,2016-02-21,,Pulp Fiction,Pulp Fiction,https://www.imdb.com/title/tt0110912/,Película,"Crimen, Drama",9,2013-01-09,br
tt1205489,2016-02-21,,Gran Torino,Gran Torino,https://www.imdb.com/title/tt1205489/,Película,Drama,9,2016-02-24,br
tt0373469,2016-02-21,,"Kiss Kiss, Bang Bang",Kiss Kiss Bang Bang,https://www.imdb.com/title/tt0373469/,Película,"Comedia, Crimen, Misterio, Suspense",8,2012-05-19,br
tt1032755,2016-02-21,,RocknRolla,RocknRolla,https://www.imdb.com/title/tt1032755/,Película,"Acción, Crimen, Suspense",6,2016-02-22,br
tt0112573,2016-02-21,,Braveheart,Braveheart,https://www.imdb.com/title/tt0112573/,Película,"Biografía, Drama, Bélico",7,2015-01-10,br
tt1236472,2016-02-21,,Lemmy,Lemmy,https://www.imdb.com/title/tt1236472/,Película,"Documental, Biografía, Música",8,2025-11-12,br
tt0139654,2016-02-21,,Training Day (Día de entrenamiento),Training Day,https://www.imdb.com/title/tt0139654/,Película,"Crimen, Drama, Suspense",10,2024-09-13,br
tt0118971,2016-02-21,,Pactar con el diablo,The Devil's Advocate,https://www.imdb.com/title/tt0118971/,Película,"Drama, Fantasía, Misterio, Suspense",8,2012-07-17,br
tt0477080,2016-02-21,,Imparable,Unstoppable,https://www.imdb.com/title/tt0477080/,Película,"Acción, Suspense",7,2013-10-05,br
tt0328107,2016-02-21,,El fuego de la venganza,Man on Fire,https://www.imdb.com/title/tt0328107/,Película,"Acción, Crimen, Drama, Suspense",7,2013-10-26,br
tt1535109,2016-02-21,,Capitán Phillips,Captain Phillips,https://www.imdb.com/title/tt1535109/,Película,"Acción, Biografía, Crimen, Drama, Suspense",8,2014-03-17,br
tt0087363,2016-02-21,,Gremlins,Gremlins,https://www.imdb.com/title/tt0087363/,Película,"Comedia, Fantasía, Terror",7,2018-12-12,br
tt0099700,2016-02-21,,Gremlins 2: La nueva generación,Gremlins 2: The New Batch,https://www.imdb.com/title/tt0099700/,Película,"Comedia, Fantasía, Terror",8,2018-12-12,br
tt1197624,2016-02-21,,Un ciudadano ejemplar,Law Abiding Citizen,https://www.imdb.com/title/tt1197624/,Película,"Acción, Crimen, Drama, Suspense",7,2016-02-22,br
tt1401152,2016-02-21,,Sin identidad,Unknown,https://www.imdb.com/title/tt1401152/,Película,"Acción, Misterio, Suspense",7,2016-02-22,br
tt1980209,2016-02-21,,Dolor y dinero,Pain & Gain,https://www.imdb.com/title/tt1980209/,Película,"Acción, Biografía, Comedia, Crimen, Drama, Misterio",8,2013-10-29,br
tt0086250,2016-02-21,,El precio del poder,Scarface,https://www.imdb.com/title/tt0086250/,Película,"Crimen, Drama",8,2013-08-05,br
tt0078748,2016-02-21,,"Alien, el octavo pasajero",Alien,https://www.imdb.com/title/tt0078748/,Película,"Terror, Ciencia ficción",8,2012-04-18,br
tt0090605,2016-02-21,,Aliens: El regreso,Aliens,https://www.imdb.com/title/tt0090605/,Película,"Acción, Aventura, Terror, Ciencia ficción, Suspense",7,2012-04-19,br
tt0103644,2016-02-21,,Alien³,Alien³,https://www.imdb.com/title/tt0103644/,Película,"Acción, Terror, Ciencia ficción",6,2016-02-22,br
tt0118583,2016-02-21,,Alien Resurrección,Alien: Resurrection,https://www.imdb.com/title/tt0118583/,Película,"Acción, Terror, Ciencia ficción",6,2016-02-22,br
tt1446714,2016-02-21,,Prometheus,Prometheus,https://www.imdb.com/title/tt1446714/,Película,"Aventura, Ciencia ficción",7,2016-02-22,br
tt0319262,2016-02-21,,El día de mañana,The Day After Tomorrow,https://www.imdb.com/title/tt0319262/,Película,"Acción, Aventura, Ciencia ficción, Suspense",6,2014-08-27,br
tt0116629,2016-02-21,,Independence Day,Independence Day,https://www.imdb.com/title/tt0116629/,Película,"Acción, Aventura, Ciencia ficción",8,2014-08-27,br
tt1706593,2016-02-21,,Chronicle,Chronicle,https://www.imdb.com/title/tt1706593/,Película,"Aventura, Drama, Ciencia ficción, Suspense",6,2014-08-24,br
tt1616195,2016-02-21,,J. Edgar,J. Edgar,https://www.imdb.com/title/tt1616195/,Película,"Biografía, Drama, Romance",6,2015-01-06,br
tt1375666,2016-02-21,,Origen,Inception,https://www.imdb.com/title/tt1375666/,Película,"Acción, Aventura, Ciencia ficción, Suspense",9,2021-10-02,br
tt0450259,2016-02-21,,Diamante de sangre,Blood Diamond,https://www.imdb.com/title/tt0450259/,Película,"Aventura, Drama, Suspense",5,2016-02-22,br
tt0407887,2016-02-21,,Infiltrados,The Departed,https://www.imdb.com/title/tt0407887/,Película,"Crimen, Drama, Suspense",7,2015-01-03,br
tt0405159,2016-02-21,,Million Dollar Baby,Million Dollar Baby,https://www.imdb.com/title/tt0405159/,Película,"Drama, Deporte",9,2013-12-30,br
tt1409024,2016-02-21,,Men in Black 3,Men in Black³,https://www.imdb.com/title/tt1409024/,Película,"Acción, Aventura, Comedia, Ciencia ficción",7,2016-02-22,br
tt2179136,2016-02-21,,El francotirador,American Sniper,https://www.imdb.com/title/tt2179136/,Película,"Acción, Biografía, Drama, Bélico",8,2015-05-18,br
tt2172935,2016-02-21,,Metallica Through the Never,Metallica Through the Never,https://www.imdb.com/title/tt2172935/,Película,Música,9,2013-10-11,br
tt2576014,2016-02-21,,Metallica: Quebec Magnetic,Metallica: Quebec Magnetic,https://www.imdb.com/title/tt2576014/,Vídeo,Música,8,2016-02-22,br
tt1542344,2016-02-21,,127 horas,127 Hours,https://www.imdb.com/title/tt1542344/,Película,"Biografía, Drama",8,2013-10-19,br
tt0137523,2016-02-21,,El club de la lucha,Fight Club,https://www.imdb.com/title/tt0137523/,Película,"Crimen, Drama, Suspense",9,2016-02-22,br
tt0120660,2016-02-21,,Enemigo público,Enemy of the State,https://www.imdb.com/title/tt0120660/,Película,"Acción, Suspense",9,2013-05-11,br
tt0758774,2016-02-21,,Red de mentiras,Body of Lies,https://www.imdb.com/title/tt0758774/,Película,"Acción, Drama, Suspense",7,2014-09-13,br
tt0371724,2016-02-21,,Guía del autoestopista galáctico,The Hitchhiker's Guide to the Galaxy,https://www.imdb.com/title/tt0371724/,Película,"Aventura, Comedia, Ciencia ficción",8,2016-02-22,br
tt2306299,2016-02-21,,Vikingos,Vikings,https://www.imdb.com/title/tt2306299/,Serie,"Acción, Aventura, Drama, Historia, Romance, Bélico",9,2016-02-24,br
tt0416449,2016-02-27,,300,300,https://www.imdb.com/title/tt0416449/,Película,"Acción, Drama",8,2020-06-13,br
tt1253863,2016-02-27,,300: El origen de un imperio,300: Rise of an Empire,https://www.imdb.com/title/tt1253863/,Película,"Acción, Drama, Fantasía",6,2016-08-23,br
tt0499549,2016-04-17,,Avatar,Avatar,https://www.imdb.com/title/tt0499549/,Película,"Acción, Aventura, Fantasía, Ciencia ficción",8,2016-08-23,br
tt0903747,2016-04-17,,Breaking Bad,Breaking Bad,https://www.imdb.com/title/tt0903747/,Serie,"Crimen, Drama, Suspense",10,2020-06-13,br
tt1272878,2016-05-01,,2 Guns,2 Guns,https://www.imdb.com/title/tt1272878/,Película,"Acción, Comedia, Crimen, Suspense",8,2013-11-09,br
tt0455944,2016-05-01,,The Equalizer. El protector,The Equalizer,https://www.imdb.com/title/tt0455944/,Película,"Acción, Crimen, Suspense",8,2020-05-23,br
tt0454848,2016-06-08,,Plan oculto,Inside Man,https://www.imdb.com/title/tt0454848/,Película,"Crimen, Drama, Misterio, Suspense",8,2013-08-19,br
tt1656190,2016-06-08,,Safe,Safe,https://www.imdb.com/title/tt1656190/,Película,"Acción, Crimen, Suspense",7,2016-08-04,br
tt0472399,2016-06-08,,The Mechanic,The Mechanic,https://www.imdb.com/title/tt0472399/,Película,"Acción, Crimen, Suspense",7,2016-06-05,br
tt1156398,2016-06-08,,Bienvenidos a Zombieland,Zombieland,https://www.imdb.com/title/tt1156398/,Película,"Acción, Comedia, Terror",8,2013-04-25,br
tt0446029,2016-07-16,,Scott Pilgrim contra el mundo,Scott Pilgrim vs. the World,https://www.imdb.com/title/tt0446029/,Película,"Acción, Comedia, Fantasía, Romance",8,2016-08-04,br
tt1411250,2016-08-04,,Riddick,Riddick,https://www.imdb.com/title/tt1411250/,Película,"Acción, Aventura, Ciencia ficción, Suspense",8,2013-12-23,br
tt1904996,2016-08-04,,Parker,Parker,https://www.imdb.com/title/tt1904996/,Película,"Acción, Crimen, Suspense",7,2013-05-13,br
tt1091191,2016-08-04,,El único superviviente,Lone Survivor,https://www.imdb.com/title/tt1091191/,Película,"Acción, Biografía, Drama, Bélico",7,2014-03-27,br
tt0068646,2016-08-06,,El padrino,The Godfather,https://www.imdb.com/title/tt0068646/,Película,"Crimen, Drama",9,2016-08-23,br
tt0434409,2016-08-23,,V de vendetta,V for Vendetta,https://www.imdb.com/title/tt0434409/,Película,"Acción, Drama, Ciencia ficción, Suspense",8,2013-01-09,br
tt1063669,2016-08-23,,La ola,Die Welle,https://www.imdb.com/title/tt1063669/,Película,"Drama, Suspense",9,2016-08-19,br
tt0325980,2016-12-02,,Piratas del Caribe: La maldición de la Perla Negra,Pirates of the Caribbean: The Curse of the Black Pearl,https://www.imdb.com/title/tt0325980/,Película,"Acción, Aventura, Fantasía",7,2017-01-19,br
tt1298650,2016-12-02,,Piratas del Caribe: En mareas misteriosas,Pirates of the Caribbean: On Stranger Tides,https://www.imdb.com/title/tt1298650/,Película,"Acción, Aventura, Fantasía",7,2017-01-20,br
tt0383574,2016-12-02,,Piratas del Caribe: El cofre del hombre muerto,Pirates of the Caribbean: Dead Man's Chest,https://www.imdb.com/title/tt0383574/,Película,"Acción, Aventura, Fantasía",7,2017-01-19,br
tt0449088,2016-12-02,,Piratas del Caribe: En el fin del mundo,Pirates of the Caribbean: At World's End,https://www.imdb.com/title/tt0449088/,Película,"Acción, Aventura, Fantasía",6,2017-01-19,br
tt1712261,2016-12-02,,Triple 9,Triple 9,https://www.imdb.com/title/tt1712261/,Película,"Acción, Crimen, Drama, Suspense",8,2016-05-23,br
tt0134847,2016-12-02,,Pitch Black,Pitch Black,https://www.imdb.com/title/tt0134847/,Película,"Terror, Ciencia ficción, Suspense",8,2021-03-19,br
tt0293662,2016-12-02,,Transporter,The Transporter,https://www.imdb.com/title/tt0293662/,Película,"Acción, Crimen, Suspense",7,2012-04-19,br
tt0388482,2016-12-02,,Transporter 2,Transporter 2,https://www.imdb.com/title/tt0388482/,Película,"Acción, Suspense",6,2017-01-09,br
tt0486946,2017-01-04,,Cerdos salvajes: Con un par... de ruedas,Wild Hogs,https://www.imdb.com/title/tt0486946/,Película,"Acción, Aventura, Comedia",6,2017-01-19,br
tt0200550,2017-01-04,,El bar Coyote,Coyote Ugly,https://www.imdb.com/title/tt0200550/,Película,"Comedia, Drama, Música, Romance",5,2017-01-09,br
tt0292506,2017-01-04,,La prueba,The Recruit,https://www.imdb.com/title/tt0292506/,Película,"Acción, Suspense",7,2017-01-09,br
tt0322259,2017-01-15,,2 Fast 2 Furious: A todo gas 2,2 Fast 2 Furious,https://www.imdb.com/title/tt0322259/,Película,"Acción, Crimen, Suspense",7,2017-01-19,br
tt0232500,2017-01-19,,The Fast and the Furious (A todo gas),The Fast and the Furious,https://www.imdb.com/title/tt0232500/,Película,"Acción, Crimen, Suspense",8,2013-02-17,br
tt0463985,2017-01-19,,A todo gas: Tokyo Race,The Fast and the Furious: Tokyo Drift,https://www.imdb.com/title/tt0463985/,Película,"Acción, Crimen, Suspense",7,2017-01-22,br
tt1013752,2017-01-19,,Fast & Furious: Aún más rápido,Fast & Furious,https://www.imdb.com/title/tt1013752/,Película,"Acción, Suspense",8,2014-01-03,br
tt1596343,2017-01-19,,Fast & Furious 5,Fast Five,https://www.imdb.com/title/tt1596343/,Película,"Acción, Crimen, Suspense",7,2013-08-06,br
tt1905041,2017-01-19,,Fast & Furious 6,Furious 6,https://www.imdb.com/title/tt1905041/,Película,"Acción, Suspense",8,2013-08-03,br
tt2820852,2017-01-19,,Fast & Furious 7,Fast & Furious 7,https://www.imdb.com/title/tt2820852/,Película,"Acción, Suspense",7,2017-03-29,br
tt2582802,2017-02-23,,Whiplash,Whiplash,https://www.imdb.com/title/tt2582802/,Película,"Drama, Música",8,2017-03-29,br
tt0993846,2017-02-23,,El lobo de Wall Street,The Wolf of Wall Street,https://www.imdb.com/title/tt0993846/,Película,"Biografía, Comedia, Crimen, Drama",8,2017-03-29,br
tt0295701,2017-02-23,,xXx,xXx,https://www.imdb.com/title/tt0295701/,Película,"Acción, Aventura, Drama, Suspense",7,2017-03-29,br
tt1242422,2017-03-19,,Celda 211,Celda 211,https://www.imdb.com/title/tt1242422/,Película,"Acción, Crimen, Drama, Suspense",8,2017-03-21,br
tt1837703,2017-03-19,,El quinto poder,The Fifth Estate,https://www.imdb.com/title/tt1837703/,Película,"Biografía, Crimen, Drama, Suspense",7,2017-05-01,br
tt0240772,2017-04-05,,Ocean's Eleven: Hagan juego,Ocean's Eleven,https://www.imdb.com/title/tt0240772/,Película,"Crimen, Suspense",8,2013-08-05,br
tt0349903,2017-04-05,,Ocean's Twelve. Uno más entra en juego,Ocean's Twelve,https://www.imdb.com/title/tt0349903/,Película,"Crimen, Suspense",5,2017-04-05,br
tt0496806,2017-04-05,,Ocean's 13,Ocean's Thirteen,https://www.imdb.com/title/tt0496806/,Película,"Crimen, Suspense",7,2017-05-01,br
tt0472043,2017-04-07,,Apocalypto,Apocalypto,https://www.imdb.com/title/tt0472043/,Película,"Acción, Aventura, Drama, Suspense",9,2017-04-06,br
tt0296572,2017-04-23,,Las crónicas de Riddick,The Chronicles of Riddick,https://www.imdb.com/title/tt0296572/,Película,"Acción, Aventura, Ciencia ficción, Suspense",8,2013-12-29,br
tt0816692,2017-04-29,,Interstellar,Interstellar,https://www.imdb.com/title/tt0816692/,Película,"Aventura, Drama, Ciencia ficción",9,2025-08-23,br
tt0361748,2017-04-29,,Malditos bastardos,Inglourious Basterds,https://www.imdb.com/title/tt0361748/,Película,"Aventura, Drama, Bélico",8,2017-05-11,br
tt1398426,2017-05-23,,Straight Outta Compton,Straight Outta Compton,https://www.imdb.com/title/tt1398426/,Película,"Biografía, Drama, Historia, Música, Musical",8,2017-03-21,br
tt1136608,2017-05-30,,Distrito 9,District 9,https://www.imdb.com/title/tt1136608/,Película,"Acción, Ciencia ficción, Suspense",8,2017-06-01,br
tt0365748,2017-05-30,,Zombies Party (Una noche... de muerte),Shaun of the Dead,https://www.imdb.com/title/tt0365748/,Película,"Comedia, Terror",8,2017-06-01,br
tt0116996,2017-09-03,,Mars Attacks!,Mars Attacks!,https://www.imdb.com/title/tt0116996/,Película,"Comedia, Ciencia ficción",7,2017-09-03,br
tt2267998,2017-11-23,,Perdida,Gone Girl,https://www.imdb.com/title/tt2267998/,Película,"Drama, Misterio, Suspense",7,2015-01-03,br
tt0454921,2017-12-11,,En busca de la felicidad,The Pursuit of Happyness,https://www.imdb.com/title/tt0454921/,Película,"Biografía, Drama",10,2020-06-13,br
tt3659388,2018-01-27,,Marte (The Martian),The Martian,https://www.imdb.com/title/tt3659388/,Película,"Aventura, Drama, Ciencia ficción",7,2016-01-13,br
tt0765429,2018-03-02,,American Gangster,American Gangster,https://www.imdb.com/title/tt0765429/,Película,"Biografía, Crimen, Drama",8,2018-03-03,br
tt0109830,2018-05-04,,Forrest Gump,Forrest Gump,https://www.imdb.com/title/tt0109830/,Película,"Drama, Romance",9,2014-06-01,br
tt0107290,2018-05-29,,Jurassic Park (Parque Jurásico),Jurassic Park,https://www.imdb.com/title/tt0107290/,Película,"Acción, Aventura, Ciencia ficción, Suspense",9,2017-08-12,br
tt0119567,2018-05-29,,El mundo perdido: Jurassic Park,The Lost World: Jurassic Park,https://www.imdb.com/title/tt0119567/,Película,"Acción, Aventura, Ciencia ficción",8,2018-06-07,br
tt0163025,2018-05-29,,Jurassic Park III (Parque Jurásico III),Jurassic Park III,https://www.imdb.com/title/tt0163025/,Película,"Acción, Aventura, Ciencia ficción, Suspense",6,2018-06-11,br
tt0369610,2018-05-29,,Jurassic World,Jurassic World,https://www.imdb.com/title/tt0369610/,Película,"Acción, Aventura, Ciencia ficción",6,2015-10-15,br
tt1129442,2018-06-09,,Transporter 3,Transporter 3,https://www.imdb.com/title/tt1129442/,Película,"Acción, Suspense",7,2018-06-09,br
tt2316204,2018-07-06,,Alien: Covenant,Alien: Covenant,https://www.imdb.com/title/tt2316204/,Película,"Terror, Ciencia ficción, Suspense",7,2018-07-06,br
tt0327056,2018-09-04,,Mystic River,Mystic River,https://www.imdb.com/title/tt0327056/,Película,"Crimen, Drama, Misterio, Suspense",8,2019-03-24,br
tt0498380,2018-09-04,,Cartas desde Iwo Jima,Letters from Iwo Jima,https://www.imdb.com/title/tt0498380/,Película,"Acción, Aventura, Drama, Historia, Bélico",8,2022-02-18,br
tt0418689,2018-09-04,,Banderas de nuestros padres,Flags of Our Fathers,https://www.imdb.com/title/tt0418689/,Película,"Acción, Aventura, Drama, Historia, Bélico",7,2018-09-25,br
tt0105695,2018-09-04,,Sin perdón,Unforgiven,https://www.imdb.com/title/tt0105695/,Película,"Drama, Del oeste",7,2018-09-26,br
tt0112579,2018-09-04,,Los puentes de Madison,The Bridges of Madison County,https://www.imdb.com/title/tt0112579/,Película,"Drama, Romance",8,2020-03-19,br
tt1057500,2018-09-04,,Invictus,Invictus,https://www.imdb.com/title/tt1057500/,Película,"Biografía, Drama, Historia, Deporte",7,2019-03-31,br
tt0113497,2018-09-15,,Jumanji,Jumanji,https://www.imdb.com/title/tt0113497/,Película,"Aventura, Comedia, Familiar, Fantasía",8,2019-10-08,br
tt0370263,2018-09-20,,Alien vs. Predator,AVP: Alien vs. Predator,https://www.imdb.com/title/tt0370263/,Película,"Acción, Aventura, Terror, Ciencia ficción, Suspense",7,2018-09-22,br
tt0095016,2018-09-20,,Jungla de cristal,Die Hard,https://www.imdb.com/title/tt0095016/,Película,"Acción, Suspense",8,2012-04-16,br
tt1285016,2018-09-25,,La red social,The Social Network,https://www.imdb.com/title/tt1285016/,Película,"Biografía, Drama",7,2017-05-01,br
tt0343818,2018-11-22,,"Yo, robot","I, Robot",https://www.imdb.com/title/tt0343818/,Película,"Acción, Misterio, Ciencia ficción, Suspense",8,2017-04-10,br
tt1454468,2018-11-22,,Gravity,Gravity,https://www.imdb.com/title/tt1454468/,Película,"Drama, Ciencia ficción, Suspense",7,2014-02-18,br
tt0112442,2018-11-22,,Dos policías rebeldes (Bad Boys),Bad Boys,https://www.imdb.com/title/tt0112442/,Película,"Acción, Comedia, Crimen, Suspense",7,2012-04-26,br
tt0172156,2018-11-22,,Dos policías rebeldes II,Bad Boys II,https://www.imdb.com/title/tt0172156/,Película,"Acción, Comedia, Crimen, Suspense",7,2017-04-10,br
tt1259528,2018-12-08,,Juego de ladrones: El atraco perfecto,Den of Thieves,https://www.imdb.com/title/tt1259528/,Película,"Acción, Crimen, Drama, Suspense",8,2018-04-13,br
tt0289043,2018-12-08,,28 días después,28 Days Later,https://www.imdb.com/title/tt0289043/,Película,"Drama, Terror, Ciencia ficción, Suspense",8,2024-03-30,br
tt0448157,2018-12-18,,Hancock,Hancock,https://www.imdb.com/title/tt0448157/,Película,"Acción, Comedia, Drama, Fantasía",6,2019-01-12,br
tt1250777,2018-12-18,,Kick-Ass: Listo para machacar,Kick-Ass,https://www.imdb.com/title/tt1250777/,Película,"Acción, Comedia, Crimen",6,2019-05-20,br
tt1650554,2018-12-18,,Kick Ass 2: Con un par,Kick-Ass 2,https://www.imdb.com/title/tt1650554/,Película,"Acción, Comedia, Crimen, Drama, Suspense",6,2013-12-01,br
tt2955316,2019-01-18,,Ocho apellidos vascos,Ocho apellidos vascos,https://www.imdb.com/title/tt2955316/,Película,"Comedia, Romance",8,2025-01-11,br
tt3626742,2019-01-18,,Ocho apellidos catalanes,Ocho apellidos catalanes,https://www.imdb.com/title/tt3626742/,Película,"Comedia, Romance",7,2020-06-04,br
tt2380307,2019-01-18,,Coco,Coco,https://www.imdb.com/title/tt2380307/,Película,"Animación, Aventura, Drama, Familiar, Fantasía, Música, Misterio",8,2018-04-14,br
tt0071562,2019-02-23,,El padrino parte II,The Godfather Part II,https://www.imdb.com/title/tt0071562/,Película,"Crimen, Drama",8,2024-10-21,br
tt0099674,2019-02-23,,El padrino parte III,The Godfather Part III,https://www.imdb.com/title/tt0099674/,Película,"Crimen, Drama",,,br
tt1297919,2019-02-23,,Blitz,Blitz,https://www.imdb.com/title/tt1297919/,Película,"Acción, Aventura, Crimen, Misterio, Suspense",6,2012-05-29,br
tt0435761,2019-03-28,,Toy Story 3,Toy Story 3,https://www.imdb.com/title/tt0435761/,Película,"Animación, Aventura, Comedia, Familiar, Fantasía",8,2020-06-13,br
tt1790809,2019-03-28,,Piratas del Caribe: La venganza de Salazar,Pirates of the Caribbean: Dead Men Tell No Tales,https://www.imdb.com/title/tt1790809/,Película,"Acción, Aventura, Fantasía",7,2019-04-02,br
tt0099423,2019-03-31,,La jungla 2 (Alerta roja),Die Hard 2,https://www.imdb.com/title/tt0099423/,Película,"Acción, Suspense",6,2012-04-16,br
tt0112864,2019-03-31,,Jungla de cristal: La venganza,Die Hard with a Vengeance,https://www.imdb.com/title/tt0112864/,Película,"Acción, Aventura, Suspense",8,2012-04-16,br
tt0337978,2019-03-31,,La jungla 4.0,Live Free or Die Hard,https://www.imdb.com/title/tt0337978/,Película,"Acción, Suspense",8,2012-04-16,br
